id,date_added,incident_date,city,state,crime_type,camera_role,outcome,summary,source_name,source_url,additional_sources,confidence
149,2026-08-14,2021-09-21,Wichita,KS,shooting,LPR system located suspect vehicle,three suspects taken into custody,"Three students were shot near East High School in Wichita during lunch; investigators used the Flock camera system to locate the vehicle involved, leading to the apprehension of three teenage suspects.",95wxtk.iheart.com,https://95wxtk.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/,https://720thevoice.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://magic1079.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://wrno.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://v103.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://koacolorado.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://kiixcountry.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://powertalk967.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://kfbk.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://kssn.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://kfanplus.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://whoradio.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://whp580.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://wflaorlando.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://kste.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://wflanews.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://twincitiesnewstalk.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://wonw1280.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://600kcol.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://thebullcountry.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://ktrh.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://z94radio.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://newsradiowkcy.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://ktsmradio.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://kzbb.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://wercfm.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://bigdog959.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://wsfcam.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://kfab.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://knst.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://700wlw.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://newsradio1290wtks.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://650keni.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://wjno.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://55krc.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://mix1047.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://wmrn.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://570wkbn.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://kxic.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://newsradiori.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://khvhradio.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://961thefox.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://1059therock.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://107mus.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://1019bigwaax.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://big1059.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://kfiam640.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://wham1180.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://khow.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://961srs.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://whyn.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://kcjb910.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://klvi.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://woai.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://woodradio.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://laser1017.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://wrko.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://1450wkip.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://wjdx.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://1045snx.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://945wpti.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://1190kex.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://kprcradio.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://jetradio1400.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/?pname=www.jetradio1400.com&sc=dnsredirect https://960weli.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://podcastabq.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://newsradio910wltp.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://newstalk1130.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://wtag.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://600wrec.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://y100.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://wiod.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://1051thewolf.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://hot1019nwa.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://wmanfm.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://wlac.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://wtam.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://kfyi.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://970kfbx.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://1025thefox.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://ctqcountry.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://790waeb.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://powertalk1360.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://wiba.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://wgiram.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://up989.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://wnic.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://wilm.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://newsradio540.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://963kissfm.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://ktok.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://wwnc.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://1190talkradio.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://sunny100.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://1360kktx.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://talkradio1059.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://realradio.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://wtkg.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://xl93.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://991kcad.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://wbhpam.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://newstalk1049.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://600wmtradio.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/ https://wrak.iheart.com/content/2021-09-21-three-students-shot-near-kansas-high-school-during-lunch-break/,high
150,2026-08-14,2021-09-15,Pawtucket,RI,vehicle theft,LPR system located stolen vehicles and suspect vehicles in shootings and assaults,"six vehicles recovered, four arrests made, suspects located and detained","Pawtucket police used Flock Safety cameras during a 60-day trial period starting September 15, 2021, resulting in the recovery of six stolen vehicles, at least four arrests, and assistance in investigating shootings and assaults. Chief Goncalves reported to City Council that the automatic license plate readers helped increase clearance rates and provided leads in multiple criminal investigations.",valleybreeze.com,https://www.valleybreeze.com/news/chief-goncalves-crime-cameras-giving-us-an-edge/article_2d6f9b6e-35d6-11ec-8cab-4f396fde4e10.html,,high
151,2026-08-14,2021-11-12,Jackson,TN,theft/larceny,Real-time LPR alert located suspect vehicle within 30 minutes,"arrest, bracelet recovered","A suspect fraudulently purchased a $7,000 tennis bracelet at a jewelry store using fake credentials and fled in a U-Haul truck. Jackson Police Department's Flock Safety camera system generated a real-time alert that located the vehicle within 30 minutes, leading to the suspect's arrest in possession of the bracelet and fraudulent credentials.",jacksonsun.com,https://www.jacksonsun.com/story/news/2021/11/12/arrest-made-7000-jewelry-theft-thanks-jackson-police-departments-flock-camera-system/6393120001/,,high
152,2026-08-14,2022-01-11,Lebanon,TN,drug offense,LPR alert identified stolen vehicle and suspect vehicle,two arrests,Lebanon Police arrested two men on drug possession and other charges after the SafeNet license plate recognition system flagged a stolen vehicle on Jan. 11 and a wanted suspect vehicle on Jan. 5. The real-time alerts enabled officers to conduct traffic stops that led to the arrests.,wilsonpost.com,https://www.wilsonpost.com/community/lebanon-police-camera-system-helps-in-two-arrests/article_5958943e-7757-11ec-9002-0fe676cd72ed.html,,high
153,2026-08-14,2021-07,Decatur,IL,shooting,LPR system provided suspect information that led to quick arrests,arrests made,"Decatur police used Flock cameras to investigate a shooting of an eight-year-old on East Division Street in July 2021 and a homicide on the east side months later. Police Chief Shane Brandel credited Flock with enabling rapid suspect identification that may not have occurred otherwise, leading to arrests.",wandtv.com,https://www.wandtv.com/news/purchase-of-more-license-plate-reader-cameras-approved-in-decatur/article_e7295f14-943f-11ec-86db-b30e0678cf56.html,,high
154,2026-08-14,,Fort Walton Beach,FL,homicide,LPR hit located suspect vehicle,arrest,"Joshua Kyle Nunn was arrested for beating his mother to death with a hammer. A Flock Safety license plate reader deployed by Fort Walton Beach Police located his vehicle and established he had traveled from Crestview, enabling his quick apprehension.",nwfdailynews.com,https://www.nwfdailynews.com/story/news/local/2022/02/21/license-tag-readers-arent-spying-you-theyre-making-you-safer/6829622001/,,high
155,2026-08-14,2022-02-16,Danville,IL,vehicle theft,LPR detection identified stolen vehicle entering city limits,"suspect arrested, vehicle recovered","A Flock Safety camera detected a 2007 Audi SUV reported stolen from Indiana entering Danville on February 16, 2022. Police located the vehicle within minutes, initiated a pursuit that crossed into Indiana, and arrested 20-year-old Malik Merriweather after the vehicle crashed.",vermilioncountyfirst.com,https://vermilioncountyfirst.com/2022/02/17/danville-police-report-pursuit-of-stolen-vehicle-ends-in-covington-one-caught-two-at-large/,,high
156,2026-08-14,2022-02-17,Danville,IL,vehicle theft,LPR alert notified police of stolen vehicle entering city limits,arrest,"Danville police received a Flock Safety camera notification about a stolen vehicle from Indiana entering the city around 1:05 a.m. on February 17, 2022. The discovery led to a police pursuit involving multiple departments that resulted in the arrest of a 20-year-old suspect in Covington, Indiana.",commercial-news.com,https://www.commercial-news.com/news/police-chase-stolen-vehicle-to-covington/article_f168a67c-8f7d-11ec-9d13-7fb760942373.html,,high
157,2026-08-14,2022-02-02,Los Altos Hills,CA,vehicle theft,LPR alert identified stolen license plate and vehicle location,arrest of vehicle occupants,"A Flock Safety ALPR camera detected a stolen vehicle at an intersection in Los Altos Hills on Feb. 2, 2022, prompting a deputy dispatch that led to the arrest of two occupants with criminal records and the recovery of stolen mail.",losaltosonline.com,https://www.losaltosonline.com/news/license-plate-readers-lead-to-arrests-during-trial-period/article_d48a27bc-8ea9-11ec-a059-e7e056c07c61.html,,high
158,2026-08-14,2022-01,Greenwood Park,IN,robbery,LPR data tracked suspects' vehicle,suspects apprehended,"Two employees were robbed in the Greenwood Park Mall parking lot in January 2022. Detectives used Flock Safety license plate reader data to track the suspects' vehicle, leading to their apprehension after a vehicle pursuit.",indystar.com,https://www.indystar.com/story/news/crime/2022/02/11/greenwood-park-license-plate-readers-coming-after-armed-robberies/6742850001/,,high
159,2026-08-14,2022-02-02,Pawtucket,RI,homicide,LPR system located suspect vehicle at Galego Court,"arrest, charged with first-degree murder","Ferdinand Reyes, 34, was fatally stabbed in Pawtucket. Michael Alvarado, 22, was arrested after police used the FLOCK Safety Camera System to locate a vehicle he was believed to be in, which was recovered at Galego Court and held as evidence.",patch.com,https://patch.com/rhode-island/cranston/providence-man-charged-murder-following-pawtucket-stabbing,,high
160,2026-08-14,2022-02-28,,,vehicle theft,LPR hit located stolen vehicle,vehicle found,A Flock camera assisted in locating a stolen vehicle.,mojo1029.com,https://www.mojo1029.com/2022/02/28/flock-camera-aids-in-finding-stolen-vehicle/,,low
161,2026-08-14,2022-02-14,,,vehicle theft,LPR hit located stolen vehicle,arrest,A Flock camera led to the identification and arrest of two suspects in connection with a stolen U-Haul van.,msn.com,https://www.msn.com/en-us/news/crime/report-flock-camera-leads-to-arrest-of-2-in-stolen-u-haul-van/ar-AATPQ7O,,medium
162,2026-08-14,2022-02-09,,,vehicle theft,helped recover stolen vehicle,vehicle recovered,A Flock camera assisted the Columbus Police Department in recovering a stolen car.,mojo1029.com,https://www.mojo1029.com/2022/02/09/flock-camera-helps-cpd-recover-stolen-car/,,low
163,2026-08-14,2022-03-21,Mequon,WI,vehicle theft,ALPR alerts identified stolen vehicles in operation,"four vehicles recovered, arrests made","Mequon Police Department's newly installed Flock Safety ALPR cameras detected seven stolen vehicles and enabled the recovery of four of them within one week. The cameras alerted officers to vehicles passing through the city, leading to successful recoveries and arrests.",fox6now.com,https://www.fox6now.com/news/mequon-police-stolen-vehicles-license-plate-reading-cams,,high
164,2026-08-14,2021-11,Greensboro,NC,robbery,LPR identified vehicles used in robberies and other crimes,"arrests made, vehicles recovered, suspects identified","Flock Safety automatic license plate reader cameras installed in Greensboro helped police identify vehicles involved in a string of convenience store robberies in November 2021, resulting in two arrests. The cameras also assisted in locating stolen vehicles, identifying suspects in hit-and-run crashes and shootings, and locating individuals with outstanding warrants.",greensboro.com,https://greensboro.com/news/local/crime-and-courts/caught-on-camera-this-new-tool-is-helping-greensboro-police-track-criminals/article_b58a0808-99a5-11ec-9287-d7711ac16333.html,,high
165,2026-08-14,2022-05-19,Hopkinsville,KY,vehicle theft,LPR alert identified stolen vehicle location,"vehicle recovered, suspect arrested","A Flock camera alerted Hopkinsville police to a 2008 Dodge Ram pickup that had been stolen in Indiana. Police located the vehicle and arrested the driver, 31-year-old Christian Santos of Louisville, for felony receiving stolen property.",whopam.com,https://whopam.com/2022/05/19/stolen-truck-recovered-in-hopkinsville-suspect-arrested/,,high
166,2026-08-14,2022-05-04,Trophy Club,TX,vehicle theft,LPR alert identified stolen vehicle location,"woman revived with Narcan, rapid police response enabled",Trophy Club police responded within five minutes to a stolen pickup truck detected by a Flock camera system and administered Narcan to revive an overdosing passenger. The camera's alert enabled the rapid response that saved the woman's life.,fox4news.com,https://www.fox4news.com/news/officers-save-woman-from-overdose-trophy-club-narcan,,high
167,2026-08-14,2022-05-09,St. Joseph County,IN,vehicle theft,Flock notification alerted deputies to stolen vehicle location,two suspects arrested and charged,"Two men were arrested after stealing a 2004 Kia Optima. A Flock Camera notification alerted St. Joseph County deputies to the vehicle's location, leading to a pursuit that ended in the suspects' apprehension.",abc57.com,https://www.abc57.com/news/thank-you-note-found-in-stolen-vehicle-after-suspects-are-captured,,high
168,2026-08-14,2022-05-01,Temecula,CA,vehicle theft,LPR detected stolen vehicle with stolen license plate,arrest,"A suspect stole a license plate from a Temecula vehicle and placed it on a stolen truck, leading to a police chase and crash near the 15 and 91 freeways. Michael Wagner was arrested after the Flock Safety camera system helped identify the vehicle involved in the theft.",patch.com,https://patch.com/california/temecula/south-temecula-license-plate-cameras-help-cops-deter-crime,,high
169,2026-08-14,2022-06-18,White Settlement,TX,vehicle theft,Flock Safety System recovered stolen vehicle and initiated traffic stop,"suspect arrested with 4 charges, vehicle recovered","White Settlement, Texas police used their Flock Safety System to locate a stolen vehicle and initiate a traffic stop. When the suspect fled on foot, officers pursued and apprehended him with assistance from a Good Samaritan citizen.",breitbart.com,https://www.breitbart.com/crime/2022/06/21/citizen-helps-one-armed-officer-partner-catch-suspected-car-thief/,https://www.breitbart.com/local/2022/06/21/citizen-helps-one-armed-officer-partner-catch-suspected-car-thief/,high
170,2026-08-14,2022-06-14,Madisonville,TN,vehicle theft,LPR hit identified stolen vehicle,"suspect arrested, vehicle recovered","The Flock Safety System detected a gold Chevrolet Malibu with a stolen license plate passing Ball Play Road and Hill Street in Madisonville on June 14, 2022. Officer Cline located and stopped the vehicle, leading to the arrest of a passenger with outstanding warrants for resisting arrest.",advocateanddemocrat.com,https://www.advocateanddemocrat.com/news/article_6ac2ab64-efe4-11ec-b5da-37f0ac9d8bb7.html,,high
171,2026-08-14,2022-06-10,Locust Grove,OK,vehicle theft,LPR hit on stolen vehicle plate triggered alert and location information,stolen vehicles recovered and arrests made,"Locust Grove Police used Flock Safety cameras to recover 10 stolen vehicles and apprehend suspects, including tracking a wanted felon from Ohio. One week before publication, officers tracked a stolen vehicle through the Flock system and found narcotics in the vehicle.",kjrh.com,https://www.kjrh.com/news/local-news/flock-safety-camera-system-helping-locust-grove-pd,,high
172,2026-08-14,2022-06-07,Port Washington,WI,abduction/missing person,LPR hit located missing person's vehicle,missing person found and safely returned to family,"Flock Safety cameras in Port Washington located Herbert Schmiedel, 91, who was reported missing from Brookfield. The system flagged his vehicle less than 20 minutes after a Silver Alert was issued, enabling police to conduct a traffic stop and return him safely to his family.",fox6now.com,https://www.fox6now.com/news/port-washington-flock-cameras-find-silver-alert-subject,,high
173,2026-08-14,2022-06-12,Yakima,WA,hit and run,LPR system identified suspect vehicle license plate,suspect identified,Yakima Police used the city's Flock camera system to identify the license plate of a GMC Denali pickup involved in a fatal hit-and-run crash on June 12 that killed 66-year-old Wendy Baker. The suspect has been identified but not yet arrested.,929thebull.com,https://929thebull.com/yakima-county-sheriff-identifies-suspect-in-fatal-hit-and-run/,https://kffm.com/yakima-county-sheriff-identifies-suspect-in-fatal-hit-and-run/ https://katsfm.com/yakima-county-sheriff-identifies-suspect-in-fatal-hit-and-run/ https://newstalkkit.com/yakima-county-sheriff-suspect-indentified-in-fatal-hit-and-run-crash-june-wendy-bake/ https://mega993online.com/yakima-county-sheriff-identifies-suspect-in-fatal-hit-and-run/,high
174,2026-08-14,2022-10-27,Evansville,IN,shooting,LPR cameras positioned near shooting scene,investigation ongoing,"A drive-by shooting occurred at a residence on Herbert Avenue in Evansville, injuring 35-year-old Demario Holman with multiple gunshot wounds. Flock Safety cameras positioned at the U.S. 41 and Riverside Drive intersection near the scene are part of the EPD's system being used in the active investigation.",courierpress.com,https://www.courierpress.com/story/news/local/2022/10/28/evansville-shooting-herbert-avenue-1-man-injured/69598316007/,,medium
175,2026-08-14,2022-10-17,Beaver Dam,WI,attempted homicide,LPR identified suspect vehicle license plate from parking lot footage,arrest,"A 17-year-old was arrested and charged with first-degree attempted homicide after running over a girl in a Walmart parking lot. A Flock Safety camera system captured the vehicle's license plate, which led police to the suspect's home.",madison.com,https://madison.com/news/state-and-regional/crime-and-courts/fall-river-teen-accused-of-attempted-homicide-released-on-bond/article_e9a63bfa-7797-51d3-945a-2ff529200d05.html,https://chippewa.com/news/state-and-regional/crime-and-courts/fall-river-teen-accused-of-attempted-homicide-released-on-bond/article_de078874-f5f5-5ec3-82c1-807b7eee698e.html,high
176,2026-08-14,2022-10-23,Roanoke Rapids,NC,vehicle theft,LPR hit on stolen vehicle triggered police response,arrest and vehicle recovered,"On October 23, 2022, Roanoke Rapids police used a Flock camera alert to locate a stolen U-Haul truck on West Fifth Street. Officers stopped the vehicle and arrested Lashaunda Hawkins on charges of possession of a stolen vehicle.",wral.com,https://www.wral.com/roanoke-rapids-using-license-plate-reading-cameras-to-solve-crimes/20540054/,https://www.rrdailyherald.com/news/local/crime-roundup-roanoke-rapids-police-department/article_08627c66-ce31-5461-a324-44c1a2fd3c18.html,high
177,2026-08-14,2022-10-15,Beaver Dam,WI,assault,LPR identified suspect vehicle and led police to suspect's home,arrest,"A 17-year-old Fall River boy was arrested after stabbing and running over a 16-year-old girl in a Beaver Dam Walmart parking lot on October 15, 2022. A Flock camera system used by law enforcement identified the suspect's 2008 Pontiac Vibe through its license plate, which led police to the suspect's home where he was apprehended.",madison.com,https://madison.com/news/state-and-regional/crime-and-courts/i-was-trying-to-kill-her-fall-river-teen-stabbed-ran-over-beaver-dam-girl/article_2b7900cd-d5b0-5f64-ac3b-f8eea59e4970.html,,high
178,2026-08-14,2022-11-29,Elizabethtown,NC,vehicle theft,Real-time ALPR alert identified stolen vehicle entering town,"Vehicle recovered, arrest made","A stolen 2022 Chrysler Pacifica from Fayetteville was recovered during the Elizabethtown Christmas Parade after Flock Safety ALPR cameras sent a real-time alert to police. Officers immediately stopped the vehicle, and the driver was arrested and charged with felony possession of a stolen vehicle and drug offenses.",wwaytv3.com,https://www.wwaytv3.com/stolen-vehicle-recovered-during-elizabethtown-christmas-parade/,,high
179,2026-08-14,2022-11-17,Fishers,IN,shooting,LPR identified suspect vehicle,arrest,"Trevor Dahl was arrested for shooting another driver in a road rage incident near 96th Street and Hague Road on November 17, 2022. Fishers police credited the Flock Safety Camera System with helping identify the suspect after he fled the scene.",news.yahoo.com,https://news.yahoo.com/fishers-police-arrest-noblesville-man-182325843.html,https://www.indystar.com/story/news/crime/2022/11/20/fishers-police-arrest-noblesville-man-road-rage-shooting/69665083007/,high
180,2026-08-14,2022-11,"Appleton, Neenah, Fox Crossing",WI,"vehicle theft, burglary, shooting",LPR database search located suspect vehicles; bumper sticker matching identified burglary suspect,"stolen vehicles recovered, arrests made, suspects identified","Appleton police tested 29 Flock Safety automated license-plate readers and reported multiple successes including stolen vehicle recoveries and solving serious violent crimes. In Fox Crossing, Flock cameras identified a burglary suspect vehicle using bumper sticker matching when the license plate was obscured, leading to arrest and recovery of stolen property.",postcrescent.com,https://www.postcrescent.com/story/news/crime/2022/11/18/appleton-police-say-traffic-cameras-prove-helpful-in-solving-crimes/69651112007/,https://news.yahoo.com/appleton-police-trial-automated-license-110356993.html,high
181,2026-08-14,2022-12,Tulsa,OK,vehicle theft,helped catch suspect,arrest,Flock cameras assisted Tulsa Police in apprehending a man accused of stealing a vehicle from a 92-year-old grandfather.,thebulltulsa.com,http://www.thebulltulsa.com/story/638895853b00b37dd0ed48f9/tulsa-police:-flock-cameras-help-catch-man-accused-of-stealing-car-from-92yearold-grandfather,http://www.newson6.com/story/638895853b00b37dd0ed48f9/tulsa-police:-flock-cameras-help-catch-man-accused-of-stealing-car-from-92yearold-grandfather http://www.bigcountry995.com/story/638895853b00b37dd0ed48f9/tulsa-police:-flock-cameras-help-catch-man-accused-of-stealing-car-from-92yearold-grandfather http://www.khits.com/story/638895853b00b37dd0ed48f9/tulsa-police:-flock-cameras-help-catch-man-accused-of-stealing-car-from-92yearold-grandfather,low
182,2026-08-14,2022-11-16,Roanoke Rapids,NC,vehicle theft,LPR hit detected stolen vehicle from Florida,arrest,"A Flock camera system alert identified a vehicle stolen out of Florida entering Roanoke Rapids. Officers located the vehicle in a Wendy's parking lot and arrested Shaunta Gooden, 43, who was in possession of the stolen vehicle.",rrdailyherald.com,https://www.rrdailyherald.com/news/local/crime-roundup-roanoke-rapids-police-department/article_8c29c1f2-8781-50a6-9a6e-3c43e2fa133c.html,,high
183,2026-08-14,2022-11-10,Niles,OH,vehicle theft,LPR hit identified stolen vehicle,arrest and conviction,"A Flock camera system detected a 2021 Jeep Compass stolen from Warren, leading to the traffic stop and arrest of Michael A. Jackson, who pleaded guilty to theft charges in Niles.",wfmj.com,https://www.wfmj.com/story/47683407/new-cameras-continue-leading-to-arrests-in-niles,,high
184,2026-08-14,2022-10-26,West Allis,WI,vehicle theft,LPR hit located stolen vehicle,arrest,"West Allis police received a Flock camera alert on a stolen Lexus on October 26, 2022, leading to a high-speed chase that ended in a crash. The driver, Daejujuan Spivey, was arrested and faces multiple charges including vehicle operator flee/elude, drug possession with intent to deliver, and weapons offenses.",fox6now.com,https://www.fox6now.com/news/west-allis-police-chase-crash-daejujuan-spivey-charged,,high
185,2026-08-14,2022-12-29,Covington,GA,theft/larceny,LPR footage identified stolen temporary tags on vehicles,three tags recovered/identified,"Seven temporary auto dealer tags were stolen from Car Mart in Covington between September and December 2022. Flock Safety cameras throughout metro Atlanta helped police identify three of the stolen tags mounted on a silver Hyundai Sonata (December 20), a black Dodge Charger (December 15), and a Mercedes-Benz sedan (December 22).",rockdalenewtoncitizen.com,https://www.rockdalenewtoncitizen.com/news/covington-police-department-investigates-stolen-temporary-license-plates/article_bfda8276-8863-11ed-a52d-033a008f734c.html,,high
